152504243,2
1558725,1
1118781,1
1718450,1
1100416,1
1109584,1
1111784,2
1184052,1
1090131,2
5840833,2
1153181,1
1114676,1
1089040,4
1120183,1
1310755,1
1098060,1
1103812,2
1105454,2
1106532,1
1791793,1
1058095,4
1066330,1
1064005,1
1627966,3
1054028,1
1769305,2
1052705,1
1042377,1
2419273,13
1386059,2
1022728,3
1057102,2
1037932,2
1436052,2
1046194,2
1004830,5
1045499,1
1016084,3
1065988,6
1008828,5
1018971,1
1042051,1
1048846,2
1011674,6
1007962,2
1027078,1
1534407,1
1429816,4
1016161,1
1029237,2
1027341,1
1002874,2
1000279,2
1007557,2
1015033,1
1004570,2
1010060,2
1005438,1
3955463,2
1916217,2
1006479,3
991533,5
1019531,3
1814688,1
1011213,5
1004018,2
3707450,2
1026622,1
997447,1
1001431,1
1020354,2
2030812,1
1566010,2
1049080,1
991592,1
999097,2
1995462,2
2120518,3
1007256,1
974178,2
981250,1
982588,1
970510,2
983568,1
9782409,2
996499,1
975549,2
977780,3
976187,2
1033191,1
981716,5
976805,1
994783,1
1006995,1
19383983,1
1072546,1
1002070,1
1162580,1
1031644,1
1258257,2
4246926,2
1014278,1
972589,3
968250,3
1334660,3
985625,1
971811,1
972309,1
979627,3
963037,4
955605,7
970158,1
978608,1
5372179,2
1066227,4
987255,2
2423602,1
986306,6
986154,1
1013838,1
1003354,1
984590,1
1232392,1
1695288,3
987772,2
977702,1
1286574,3
2811040,3
1034695,1
962352,7
971421,1
981780,1
970130,1
969041,2
968541,1
1008483,1
981965,1
989978,3
965897,2
1012190,4
977586,1
964053,4
4012823,1
984276,3
979214,1
965641,2
970264,2
978830,1
996498,2
980748,2
989924,1
1038899,1
1024393,1
971957,2
996403,2
979606,2
970453,2
954895,2
995767,2
990870,1
966118,2
973906,1
962281,5
962308,3
954089,6
962577,2
1015703,4
971331,1
993998,3
970156,3
966949,5
964125,2
952846,4
979459,3
979344,1
966019,1
990293,1
953339,5
972450,1
984012,1
960412,2
960335,3
979149,2
956351,3
15494788,2
1481011,1
1783060,1
1689352,3
970909,2
2173358,1
1023943,3
1003026,2
987469,3
980923,1
968222,4
963168,1
980513,1
969232,1
1154681,2
998087,1
1223262,2
1392216,1
975722,1
3615944,3
977436,1
1664834,1
979107,1
962614,1
987929,8
975779,1
949787,3
947867,5
955079,3
958351,3
961450,1
956501,2
980245,2
966134,2
958569,1
951289,5
957153,1
1235970,2
965951,3
993024,2
1624184,1
1451123,1
2621735,1
1020380,1
995958,2
971743,3
984308,2
963355,2
1005478,2
1986983,1
979600,1
978218,1
968581,2
954880,1
952661,2
1209436,2
989114,3
984267,2
957485,1
1187834,2
5056683,1
1334029,2
991163,1
1729157,1
981099,1
3524259,6
991608,2
1277427,1
1679157,2
1510348,1
5677592,1
3953567,2
1035847,5
958864,1
952112,2
963155,1
941970,2
943581,1
931080,4
2079828,1
1495500,1
1381058,1
962525,5
954605,1
940606,2
1512848,1
1747263,1
1862738,1
1223935,2
979538,2
949886,2
947480,3
942198,2
1041432,1
4596012,9
969626,3
944138,2
1001160,1
971151,2
957527,2
1096578,1
954230,1
952908,1
952530,1
938427,1
942537,1
936332,3
937429,3
935973,1
923381,5
947475,2
943030,1
1734027,4
954727,1
948747,1
936401,2
942733,2
943201,1
941224,3
937851,1
946017,1
947179,5
951272,1
931080,3
938382,1
5594899,2
1002715,2
950787,3
939308,2
983623,2
944417,5
934117,2
942277,2
1074986,3
1081466,7
990928,1
966882,1
1777732,1
1741350,1
1632319,1
1369079,5
1249034,1
976114,1
934510,4
937725,1
1000673,3
937513,1
932293,2
925027,4
944906,1
994236,4
939493,1
939477,1
945335,1
954001,3
940619,1
930333,2
946959,1
928715,2
924433,3
983007,3
956486,2
940244,3
932606,1
934423,2
946853,2
923816,3
937733,1
940936,1
1929871,1
955572,1
954549,1
939461,4
971825,1
943049,1
937095,2
929664,5
940663,1
977221,1
964355,2
959539,1
928768,3
940659,1
932175,1
936763,2
935768,1
928635,1
5127914,4
948186,4
982883,1
3210561,1
972894,1
981582,1
924362,3
1756562,2
948611,1
950936,1
2360653,3
4331758,1
986281,1
1045419,3
932705,1
924923,1
926978,1
911863,1
911934,2
904727,4
914304,6
912007,3
920972,1
917357,2
927248,1
919699,3
941194,1
906169,5
920136,4
916618,1
921487,2
917182,1
926984,1
960925,2
923594,2
920967,2
933863,1
920714,1
929922,1
918900,1
928649,1
13340226,3
924741,3
921424,1
923915,4
922362,2
919250,1
933226,1
13072454,1
930258,1
910758,4
925547,2
930475,4
925230,1
919928,1
931667,2
926852,1
921673,1
927441,1
922129,2
918423,2
917644,2
914482,3
930778,1
921336,1
19948890,3
937802,1
939185,3
927955,1
906980,5
922654,2
920918,3
920132,1
900226,7
918571,1
927755,2
908095,4
911126,3
19022135,1
1161384,2
939458,1
923523,1
931262,2
923972,1
918789,1
925294,1
929153,1
915342,2
922049,1
915614,2
926321,2
13944815,3
940787,2
930542,1
924755,3
923966,1
909974,3
909678,3
923643,2
913965,2
905190,6
913943,2
925393,1
942280,2
919503,1
917478,3
912826,4
919252,1
921518,1
914141,1
911665,1
925011,1
914663,1
923945,2
914741,2
920267,2
3768573,2
969943,1
905527,7
917127,2
923985,1
929929,1
914772,2
913959,3
913546,2
925961,2
951636,2
925490,1
906996,7
929110,1
914828,3
906239,4
907867,1
920769,1
907789,1
923301,1
920688,5
951698,2
926205,1
918929,1
921720,2
926034,1
917865,1
920346,2
924604,2
923391,1
917503,1
933222,2
922336,3
919688,1
920739,1
917226,1
917759,2
916709,1
947636,1
952971,2
934160,2
892665,6
911435,2
913844,2
930869,1
952365,3
924209,2
912447,3
924144,1
1104461,3
13859243,2
1179284,1
963644,2
940531,3
925255,1
907587,5
930009,1
13959144,2
934160,3
916880,7
1192123,2
1273838,1
957267,1
947894,1
936965,1
915054,2
916820,1
988126,1
1137763,2
1165631,2
8228627,2
971099,1
984548,1
926807,1
924517,1
923953,2
996989,2
924895,2
927316,1
945622,2
10573030,1
973553,2
929570,1
1010378,3
928119,2
922154,1
934539,3
950389,1
917477,1
917593,1
917790,1
920416,1
924900,1
915339,1
929596,1
909930,3
909054,3
920949,1
911141,5
8188071,2
928352,1
914242,2
937868,5
912501,2
921665,1
917477,1
925283,1
914879,3
919768,1
921813,1
925571,1
941237,2
918938,2
915292,1
928061,1
917636,1
909700,2
921419,1
921275,1
921496,1
912451,2
927704,1
921001,1
915514,1
954588,2
909076,6
919614,1
910764,4
1038655,1
963477,1
916725,2
928993,1
921009,1
923666,1
920158,1
926120,2
914316,2
915177,4
912030,2
915294,1
910488,1
915807,1
915842,3
916210,2
917413,1
924910,1
908891,4
916147,2
914426,1
922976,2
909771,3
899990,6
922378,1
923410,1
937153,2
914874,2
921835,1
918053,1
916229,1
915025,1
946838,1
918253,1
924000,1
909148,3
946367,1
921913,1
915367,2
906776,5
915566,3
912584,2
907484,2
902926,2
923026,2
957755,1
923816,3
925053,2
931427,1
914356,1
905153,2
907560,4
927205,1
919133,2
921442,1
912812,2
926478,9
924898,1
924923,1
933885,1
921213,1
900143,7
921403,1
925726,2
921791,2
914084,2
916691,1
925284,2
918548,1
922798,1
921673,2
909721,6
910074,3
910705,3
961094,1
936638,1
920047,1
924201,1
920919,1
921477,4
917047,1
919128,1
914697,2
921590,1
917133,2
913599,1
919284,1
921033,4
905078,4
920738,1
912301,5
905653,2
915161,1
977058,2
1011592,1
1180431,1
1138003,1
956389,3
956291,2
924464,1
919707,1
921945,1
927656,1
914692,2
935045,1
972334,1
898296,10
918503,2
939737,2
917822,4
922775,1
913816,1
903870,5
916069,1
928444,1
916698,1
909848,2
913238,3
924057,1
919288,1
942772,2
928062,1
922659,4
913945,2
913367,4
917525,3
926666,1
919987,1
907079,4
928955,1
906254,2
903451,2
920241,1
921722,1
922585,1
924741,6
921808,1
934351,1
915794,1
917277,2
890425,9
921670,2
